"ItemId","Batch","Priority","Block","LawNumber","LawTitle","ImageKind","PromptPath","OutputFolder","OutputFilename","OutputPath","Status","NeedsUploadLogo","CreatedDate","Notes"
"IMG-00010","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0002","La Ley de la Creencia","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0002 - La Ley de la Creencia\Ley 0002 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0002 - La Ley de la Creencia","Ley 0002 - La Ley de la Creencia - Principio 4 - La emocion es el combustible de la creencia.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0002 - La Ley de la Creencia\Ley 0002 - La Ley de la Creencia - Principio 4 - La emocion es el combustible de la creencia.png","Correcta","SI","2026-05-30","Ley 0002 Principio 4 generado con imagegen integrado y copiado al destino final."
"IMG-00011","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0003","La Ley de la Correspondencia","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - La Ley de la Correspondencia - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia","Ley 0003 - La Ley de la Correspondencia - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - La Ley de la Correspondencia - Imagen General.png","Correcta","SI","2026-05-30","Generada en rafaga de lote y copiada al destino final."
"IMG-00012","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0003","La Ley de la Correspondencia","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia","Ley 0003 - La Ley de la Correspondencia - Principio 1 - El reflejo es inevitable.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - La Ley de la Correspondencia - Principio 1 - El reflejo es inevitable.png","Correcta","SI","2026-05-30","Generada en rafaga de lote y copiada al destino final."
"IMG-00013","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0003","La Ley de la Correspondencia","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia","Ley 0003 - La Ley de la Correspondencia - Principio 2 - El cambio comienza en ti.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - La Ley de la Correspondencia - Principio 2 - El cambio comienza en ti.png","Correcta","SI","2026-05-30","Generada en rafaga de lote y copiada al destino final."
"IMG-00014","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0003","La Ley de la Correspondencia","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia","Ley 0003 - La Ley de la Correspondencia - Principio 3 - La coherencia interna crea.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - La Ley de la Correspondencia - Principio 3 - La coherencia interna crea.png","Correcta","SI","2026-05-30","Generada en rafaga de lote y copiada al destino final."
"IMG-00015","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0003","La Ley de la Correspondencia","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia","Ley 0003 - La Ley de la Correspondencia - Principio 4 - El conflicto interno proyecta.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0003 - La Ley de la Correspondencia\Ley 0003 - La Ley de la Correspondencia - Principio 4 - El conflicto interno proyecta.png","Correcta","SI","2026-05-30","Generada en rafaga de lote y copiada al destino final."
"IMG-00016","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0004","La Ley de la Atraccion","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - La Ley de la Atraccion - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion","Ley 0004 - La Ley de la Atraccion - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - La Ley de la Atraccion - Imagen General.png","Correcta","SI","2026-05-30","Generada en rafaga de lote y copiada al destino final."
"IMG-00017","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0004","La Ley de la Atraccion","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion","Ley 0004 - La Ley de la Atraccion - Principio 1 - El pensamiento es una orden al universo.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - La Ley de la Atraccion - Principio 1 - El pensamiento es una orden al universo.png","Correcta","SI","2026-05-30","Generada en rafaga de lote y copiada al destino final."
"IMG-00018","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0004","La Ley de la Atraccion","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion","Ley 0004 - La Ley de la Atraccion - Principio 2 - La emocion intensifica el magnetismo.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - La Ley de la Atraccion - Principio 2 - La emocion intensifica el magnetismo.png","Correcta","SI","2026-05-30","Generada en rafaga de lote y copiada al destino final."
"IMG-00019","Lote 0002","1-Leyes","Bloque 1.33 - Leyes Mentales","0004","La Ley de la Atraccion","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion","Ley 0004 - La Ley de la Atraccion - Principio 3 - La atencion sostenida vence a la dispersion.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - La Ley de la Atraccion - Principio 3 - La atencion sostenida vence a la dispersion.png","Correcta","SI","2026-05-30","Imagen generada con imagegen integrado, revisada visualmente y copiada al destino final el 2026-05-30. Escena: OLO guia a NEO desde dispersion hacia camino unico con brujula verde."
"IMG-00020","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0004","La Ley de la Atraccion","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion","Ley 0004 - La Ley de la Atraccion - Principio 4 - Lo que rechazas con fuerza tambien lo atraes.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0004 - La Ley de la Atraccion\Ley 0004 - La Ley de la Atraccion - Principio 4 - Lo que rechazas con fuerza tambien lo atraes.png","Correcta","SI","2026-05-30","Imagen generada con imagegen integrado, revisada visualmente y copiada al destino final el 2026-05-30. Escena: OLO muestra el bucle magnetico del rechazo y redirige la energia hacia un objetivo consciente."
"IMG-00021","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0005","La Ley del Sacrificio","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - La Ley del Sacrificio - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio","Ley 0005 - La Ley del Sacrificio - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - La Ley del Sacrificio - Imagen General.png","Correcta","SI","2026-05-30","Imagen general generada con imagegen integrado, revisada visualmente y copiada al destino final el 2026-05-30. Escena: OLO suelta piedras oscuras, UMBRA queda atras y se abre puerta verde del Oloverso."
"IMG-00022","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0005","La Ley del Sacrificio","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio","Ley 0005 - La Ley del Sacrificio - Principio 1 - Lo pequeno tambien detiene lo grande.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - La Ley del Sacrificio - Principio 1 - Lo pequeno tambien detiene lo grande.png","Correcta","SI","2026-05-30","Principio 1 generado con imagegen integrado, revisado visualmente y copiado al destino final el 2026-05-30. Escena: pequena piedra/habito bloquea rueda grande y OLO la retira para abrir el avance."
"IMG-00023","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0005","La Ley del Sacrificio","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio","Ley 0005 - La Ley del Sacrificio - Principio 2 - Sacrificar es elegir conscientemente el.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - La Ley del Sacrificio - Principio 2 - Sacrificar es elegir conscientemente el.png","Correcta","SI","2026-05-30","Principio 2 generado con imagegen integrado, revisado visualmente y copiado al destino final el 2026-05-30. Escena: OLO sacrifica comodidades de corto plazo para crear puente hacia OLO FUTURO."
"IMG-00024","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0005","La Ley del Sacrificio","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio","Ley 0005 - La Ley del Sacrificio - Principio 3 - La comodidad es el mayor enemigo del.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - La Ley del Sacrificio - Principio 3 - La comodidad es el mayor enemigo del.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00025","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0005","La Ley del Sacrificio","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio","Ley 0005 - La Ley del Sacrificio - Principio 4 - El sacrificio fortalece tu identidad.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0005 - La Ley del Sacrificio\Ley 0005 - La Ley del Sacrificio - Principio 4 - El sacrificio fortalece tu identidad.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00026","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0006","La Ley de la Psicologia del Llegar a Ser","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser\Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser","Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser\Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Imagen General.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00027","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0006","La Ley de la Psicologia del Llegar a Ser","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser\Ley 0006 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser","Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Principio 1 - Evita la.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser\Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Principio 1 - Evita la.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00028","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0006","La Ley de la Psicologia del Llegar a Ser","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser\Ley 0006 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser","Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Principio 2 - Rompe la.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser\Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Principio 2 - Rompe la.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00029","Lote 0003","1-Leyes","Bloque 1.33 - Leyes Mentales","0006","La Ley de la Psicologia del Llegar a Ser","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser\Ley 0006 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser","Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Principio 3 - La.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 1.33 - Leyes Mentales\Ley 0006 - La Ley de la Psicologia del Llegar a Ser\Ley 0006 - La Ley de la Psicologia del Llegar a Ser - Principio 3 - La.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
